full_link,title,details,price,availability,size,landlord,online_status
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurter.10053776.html,Top-Lage mitten im beliebten Nordend // Möbliertes Zimmer in 4er WG // All-inclusive.,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurter |
                        
                        Schwarzburgstr. 7",770 €,01.08.2024,14 m²,Paul E.,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.9682341.html,URBANELITE.COM // No deposit! (no Kaution) // Only meters away from Grüneburgweg metro station! All inclusive furnished luxury room in central fancy Frankfurt Westend!,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        telemannstrasse",899 €,15.07.2024,20 m²,Urban Elite,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11108317.html,Fully furnished living in prime area | 60386-S26-3OGLZI2,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Schießhüttenstraße 26",650 €,01.08.2024,15 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11103144.html,Fully furnished living in prime area | 60386-S26-2OGRZI4,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Schießhüttenstraße 26",575 €,01.09.2024,14 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11088444.html,Fully furnished living in prime area | 60385-S11-5OGZI3,"13er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,16 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085078.html,Fully furnished living in prime area | 60431-S47-091ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",675 €,01.09.2024,12 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11112007.html,Fully furnished living in prime area | 60431-S47-117ZI1,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",725 €,11.07.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Niederrad.11089349.html,Fully furnished living in prime area | 60528-K28-1OGZI4,"5er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Niederrad |
                        
                        Königslacherstraße 28",695 €,01.08.2024,22 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085083.html,Fully furnished living in prime area | 60431-S47-117ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",650 €,01.09.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11085081.html,Fully furnished living in prime area | 60385-S11-5OGZI14,"15er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,15 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11010468.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Kettenhofweg Westend 75",840 €,05.07.2024,155 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Sachsenhausen.11108992.html,"(Verfügbar 1-24 Monate) - Private Room in Sachsenhausen, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Sachsenhausen |
                        
                        Schweizer Straße 10",750 €,"19.07.2024
                    
                                            - 31.05.2025",24 m²,Homelike Internet GmbH,Online: 1 Tag
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11010172.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Georg-Voigt-Straße Bocken...",750 €,05.09.2024,69 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt.11010460.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt |
                        
                        Braubachstraße Innenstadt 25",756 €,05.07.2024,112 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt.11109020.html,"(Verfügbar 1-24 Monate) - Private Room in Innenstadt, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt |
                        
                        Braubachstraße 25",750 €,"04.10.2024
                    
                                            - 31.05.2025",13 m²,Homelike Internet GmbH,Online: 1 Tag
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11010461.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Leipziger Straße-43 Bocke...",810 €,20.07.2024,145 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Sachsenhausen.5158012.html,Mehr Spaß und Erfolg im Studium?,"6er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Sachsenhausen |
                        
                        Paul-Ehrlich-Str.1",335 €,28.05.2024,15 m²,Julius,Online: 1 Minute
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.10480329.html,URBANELITE.COM // No deposit! (no Kaution) // Close to Opera Square // All inclusive furnished luxury room in the heart of Frankfurt Westend!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        Oberlindau",899 €,15.07.2024,25 m²,Urban Elite,Online: 2 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Innenstadt.10018517.html,URBANELITE.COM // No deposit! (no Kaution) // 200 meters from Konstablerwache // All inclusive furnished luxury room as central as it gets!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Innenstadt |
                        
                        Schäfergasse",899 €,15.07.2024,20 m²,Urban Elite,Online: 3 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurt-am-Main.5892499.html,"Großes, hochwertig möbliertes Zimmer, nah an der City, trotzdem in grüner Umgebung","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurt am Main |
                        
                        An der Wolfsweide",680 €,"01.08.2024
                    
                                            - 28.02.2025",25 m²,Wern Schneider,Online: 4 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bahnhofsviertel.9769821.html,URBANELITE.COM // No deposit! (no Kaution) // Financial district prime location // All inclusive furnished luxury room close to the Willy-Brandt-Platz underground station!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bahnhofsviertel |
                        
                        Friedensstraße",899 €,15.07.2024,15 m²,Urban Elite,Online: 4 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt-Moebliert.5476432.html,"16qm großes, möbliertes Zimmer, altstadt, Miete 630€","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt-Möbliert |
                        
                        Am Geistpförtchen",795 €,01.09.2024,16 m²,Circe Circe,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt-Moebliert.4691816.html,"20qm, möbiliertes Zimmer in Altstadt, Kaltmiet 630 €","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt-Möbliert |
                        
                        Am Geistpförtchen",795 €,01.09.2024,20 m²,Circe Circe,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.8555199.html,URBANELITE.COM // No deposit! (no Kaution) // Close to Opera Square // All inclusive furnished luxury room in the heart of Frankfurt Westend!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        Oberlindau",899 €,11.07.2024,20 m²,Urban Elite,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurter.11028337.html,Top-Lage mitten auf der Schweizer Straße in Sachsenhausen // Möbliertes Zimmer in 5er WG // All-Inclusive Miete.,"5er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurter |
                        
                        Schweizer Straße 94",820 €,01.08.2024,20 m²,Paul E.,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main.11011948.html,Zwei schöne WG-Zimmer in zentraler Lage,"2er WG  
                         |

                                                                                    Frankfurt am Main |
                                                    
                        Ackermannstraße",612 €,01.08.2024,33 m²,UJJWAL,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurter.10053776.html,Top-Lage mitten im beliebten Nordend // Möbliertes Zimmer in 4er WG // All-inclusive.,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurter |
                        
                        Schwarzburgstr. 7",770 €,01.08.2024,14 m²,Paul E.,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.9682341.html,URBANELITE.COM // No deposit! (no Kaution) // Only meters away from Grüneburgweg metro station! All inclusive furnished luxury room in central fancy Frankfurt Westend!,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        telemannstrasse",899 €,15.07.2024,20 m²,Urban Elite,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11108317.html,Fully furnished living in prime area | 60386-S26-3OGLZI2,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Schießhüttenstraße 26",650 €,01.08.2024,15 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11103144.html,Fully furnished living in prime area | 60386-S26-2OGRZI4,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Schießhüttenstraße 26",575 €,01.09.2024,14 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11088444.html,Fully furnished living in prime area | 60385-S11-5OGZI3,"13er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,16 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085078.html,Fully furnished living in prime area | 60431-S47-091ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",675 €,01.09.2024,12 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11112007.html,Fully furnished living in prime area | 60431-S47-117ZI1,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",725 €,11.07.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Niederrad.11089349.html,Fully furnished living in prime area | 60528-K28-1OGZI4,"5er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Niederrad |
                        
                        Königslacherstraße 28",695 €,01.08.2024,22 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085083.html,Fully furnished living in prime area | 60431-S47-117ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",650 €,01.09.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11085081.html,Fully furnished living in prime area | 60385-S11-5OGZI14,"15er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,15 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bahnhofsviertel.11109013.html,"(Verfügbar 1-24 Monate) - Private Room in Bahnhofsviertel, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bahnhofsviertel |
                        
                        Kaiserstraße 39",810 €,"04.09.2024
                    
                                            - 31.05.2025",32 m²,Homelike Internet GmbH,Online: 1 Tag
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Fechenheim.11108387.html,"(Verfügbar 1-24 Monate) - Privatzimmer in Ostende, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Fechenheim |
                        
                        Gref-Völsing-Straße 15",690 €,"04.09.2024
                    
                                            - 31.05.2025",10 m²,Homelike Internet GmbH,Online: 1 Tag
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt.11010460.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt |
                        
                        Braubachstraße Innenstadt 25",756 €,05.07.2024,112 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11010468.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Kettenhofweg Westend 75",840 €,05.07.2024,155 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11011398.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Klüberstraße-10 Westend-S...",1230 €,05.10.2024,120 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Sachsenhausen.11010345.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Sachsenhausen |
                        
                        Walter Kolb Straße Brücke...",798 €,20.08.2024,200 m²,Spotahome,Online: 17.05.2024
