full_link,title,details,price,availability,size,landlord,online_status,num_rooms,duration_online
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Sachsenhausen.5158012.html,Mehr Spaß und Erfolg im Studium?,"6er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Sachsenhausen |
                        
                        Paul-Ehrlich-Str.1",335.0,2024-05-28,15.0,Julius,Online: 7 Minuten,,7.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Sued.9129562.html,URBANELITE.COM //  No deposit! (no Kaution) // Only a few meters from Taunusanlage S-Bahn station // All inclusive furnished luxury room in central and fancy Frankfurt Westend,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Süd |
                        
                        Bettinastraße",899.0,2024-07-15,30.0,Urban Elite,Online: 7 Minuten,,7.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Nordend-West.9783252.html,URBANELITE.COM // No deposit! (no Kaution) // All inclusive furnished luxury room in the heart of Nordend // Only 50 meters to the nearest metro station!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Nordend-West |
                        
                        Weberstraße",899.0,2024-07-15,15.0,Urban Elite,Online: 8 Minuten,,8.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Sued.10619945.html,URBANELITE.COM //  No deposit! (no Kaution) // Only a few meters from Taunusanlage S-Bahn station // All inclusive furnished luxury room in central and fancy Frankfurt Westend,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Süd |
                        
                        Kettenhofweg 83",899.0,2024-07-15,15.0,Urban Elite,Online: 9 Minuten,,9.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.8523213.html,URBANELITE.COM // No deposit! (no Kaution) // Close to Opera Square // All inclusive furnished luxury room in the heart of Frankfurt Westend!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        Staufenstraße",899.0,2024-07-11,15.0,Urban Elite,Online: 10 Minuten,,10.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Nordend-West.10028897.html,URBANELITE.COM // No deposit! (no Kaution) // All inclusive furnished luxury room in the heart of Nordend // Only 50 meters to the nearest metro station!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Nordend-West |
                        
                        Weberstraße",899.0,2024-07-15,25.0,Urban Elite,Online: 11 Minuten,,11.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Fechenheim.11010620.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Fechenheim |
                        
                        Gref-Völsing-Straße Osten...",693.0,2024-06-20,67.0,Spotahome,Online: 17.05.2024,,17.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bonames.11112385.html,(Verfügbar 1-24 Monate) - null,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bonames |
                        
                        Friedlebenstraße",630.0,,13.0,Homelike Internet GmbH,Online: 7 Stunden,,7.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Fechenheim.11010626.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Fechenheim |
                        
                        Gref-Völsing-Straße Osten...",786.0,2024-09-02,87.0,Spotahome,Online: 17.05.2024,,17.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bahnhofsviertel.11109003.html,"(Verfügbar 1-24 Monate) - Private Room in Bahnhofsviertel, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bahnhofsviertel |
                        
                        Münchener Straße 55",660.0,,12.0,Homelike Internet GmbH,Online: 1 Tag,,1.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.11010323.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        Grüneburgweg Westend 106",815.0,2024-08-05,80.0,Spotahome,Online: 17.05.2024,,17.0
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Fechenheim.11010607.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Fechenheim |
                        
                        Gref-Völsing-Straße Osten...",738.0,2024-07-05,67.0,Spotahome,Online: 17.05.2024,,17.0
